new_ph_name,net_amtc,store,dept,work_date,type_yr
01 Luxuries,2012733,03 Store C,Dept 1,2014/03/31,Last Year
01 Luxuries,1362572,03 Store C,Dept 1,2014/04/01,Last Year
01 Luxuries,1852550,03 Store C,Dept 1,2014/04/02,Last Year
01 Luxuries,1764271,03 Store C,Dept 1,2014/04/03,Last Year
01 Luxuries,1659299,03 Store C,Dept 1,2014/04/04,Last Year
01 Luxuries,3433346,03 Store C,Dept 1,2014/04/05,Last Year
01 Luxuries,3012962,03 Store C,Dept 1,2014/04/06,Last Year
01 Luxuries,3340108,03 Store C,Dept 1,2014/04/07,Last Year
01 Luxuries,2789656,03 Store C,Dept 1,2014/04/08,Last Year
01 Luxuries,3291394,03 Store C,Dept 1,2014/04/09,Last Year
01 Luxuries,3285420,03 Store C,Dept 1,2014/04/10,Last Year
01 Luxuries,1693728,03 Store C,Dept 1,2014/04/11,Last Year
01 Luxuries,2117362,03 Store C,Dept 1,2014/04/12,Last Year
01 Luxuries,3187369,03 Store C,Dept 1,2014/04/13,Last Year
01 Luxuries,1535117,03 Store C,Dept 1,2014/04/14,Last Year
01 Luxuries,1664415,03 Store C,Dept 1,2014/04/15,Last Year
01 Luxuries,4841578,03 Store C,Dept 1,2014/04/16,Last Year
01 Luxuries,2812109,03 Store C,Dept 1,2014/04/17,Last Year
01 Luxuries,2729637,03 Store C,Dept 1,2014/04/18,Last Year
01 Luxuries,3702947,03 Store C,Dept 1,2014/04/19,Last Year
01 Luxuries,2515802,03 Store C,Dept 1,2014/04/20,Last Year
01 Luxuries,1743346,03 Store C,Dept 1,2014/04/21,Last Year
01 Luxuries,2827482,03 Store C,Dept 1,2014/04/22,Last Year
01 Luxuries,1895723,03 Store C,Dept 1,2014/04/23,Last Year
01 Luxuries,2660997,03 Store C,Dept 1,2014/04/24,Last Year
01 Luxuries,1629887,03 Store C,Dept 1,2014/04/25,Last Year
01 Luxuries,1897735,03 Store C,Dept 1,2014/04/26,Last Year
01 Luxuries,1921586,03 Store C,Dept 1,2014/04/27,Last Year
01 Luxuries,1093470,03 Store C,Dept 1,2014/04/28,Last Year
01 Luxuries,1645740,03 Store C,Dept 1,2014/04/29,Last Year
01 Luxuries,3323477,03 Store C,Dept 1,2014/04/30,Last Year
01 Luxuries,3228726,03 Store C,Dept 1,2014/05/01,Last Year
01 Luxuries,3208115,03 Store C,Dept 1,2014/05/02,Last Year
01 Luxuries,4198998,03 Store C,Dept 1,2014/05/03,Last Year
01 Luxuries,4990609,03 Store C,Dept 1,2014/05/04,Last Year
01 Luxuries,2982894,03 Store C,Dept 1,2014/05/05,Last Year
01 Luxuries,2279749,03 Store C,Dept 1,2014/05/06,Last Year
01 Luxuries,1761647,03 Store C,Dept 1,2014/05/07,Last Year
01 Luxuries,3858,03 Store C,Dept 1,2014/05/08,Last Year
01 Luxuries,-10238,03 Store C,Dept 1,2014/05/09,Last Year
01 Luxuries,571,03 Store C,Dept 1,2014/05/10,Last Year
01 Luxuries,107937,03 Store C,Dept 1,2014/05/11,Last Year
01 Luxuries,1315399,03 Store C,Dept 1,2014/05/12,Last Year
01 Luxuries,640666,03 Store C,Dept 1,2014/05/13,Last Year
01 Luxuries,1234770,03 Store C,Dept 1,2014/05/14,Last Year
01 Luxuries,96980856,03 Store C,Dept 1,2014/05/15,Last Year
01 Luxuries,29626099,03 Store C,Dept 1,2014/05/16,Last Year
01 Luxuries,44490672,03 Store C,Dept 1,2014/05/17,Last Year
01 Luxuries,46386098,03 Store C,Dept 1,2014/05/18,Last Year
01 Luxuries,6941758,03 Store C,Dept 1,2014/05/19,Last Year
01 Luxuries,5719041,03 Store C,Dept 1,2014/05/20,Last Year
01 Luxuries,6430022,03 Store C,Dept 1,2014/05/21,Last Year
01 Luxuries,7185682,03 Store C,Dept 1,2014/05/22,Last Year
01 Luxuries,6767618,03 Store C,Dept 1,2014/05/23,Last Year
01 Luxuries,9118998,03 Store C,Dept 1,2014/05/24,Last Year
01 Luxuries,7902351,03 Store C,Dept 1,2014/05/25,Last Year
01 Luxuries,5889691,03 Store C,Dept 1,2014/05/26,Last Year
01 Luxuries,5696734,03 Store C,Dept 1,2014/05/27,Last Year
01 Luxuries,12839701,03 Store C,Dept 1,2014/05/28,Last Year
01 Luxuries,2880941,03 Store C,Dept 1,2014/05/29,Last Year
01 Luxuries,4829392,03 Store C,Dept 1,2014/05/30,Last Year
01 Luxuries,6830675,03 Store C,Dept 1,2014/05/31,Last Year
01 Luxuries,2987285,03 Store C,Dept 1,2015/03/01,This Year
01 Luxuries,1501430,03 Store C,Dept 1,2015/03/02,This Year
01 Luxuries,4404567,03 Store C,Dept 1,2015/03/03,This Year
01 Luxuries,4965159,03 Store C,Dept 1,2015/03/04,This Year
01 Luxuries,3456564,03 Store C,Dept 1,2015/03/05,This Year
01 Luxuries,5973581,03 Store C,Dept 1,2015/03/06,This Year
01 Luxuries,5375301,03 Store C,Dept 1,2015/03/07,This Year
01 Luxuries,5724382,03 Store C,Dept 1,2015/03/08,This Year
01 Luxuries,4687821,03 Store C,Dept 1,2015/03/09,This Year
01 Luxuries,4221591,03 Store C,Dept 1,2015/03/10,This Year
01 Luxuries,4376311,03 Store C,Dept 1,2015/03/11,This Year
01 Luxuries,4551647,03 Store C,Dept 1,2015/03/12,This Year
01 Luxuries,5261254,03 Store C,Dept 1,2015/03/13,This Year
01 Luxuries,7909214,03 Store C,Dept 1,2015/03/14,This Year
01 Luxuries,6579140,03 Store C,Dept 1,2015/03/15,This Year
01 Luxuries,3603928,03 Store C,Dept 1,2015/03/16,This Year
01 Luxuries,5092278,03 Store C,Dept 1,2015/03/17,This Year
01 Luxuries,2109351,03 Store C,Dept 1,2015/03/18,This Year
01 Luxuries,4221473,03 Store C,Dept 1,2015/03/19,This Year
01 Luxuries,2206091,03 Store C,Dept 1,2015/03/20,This Year
01 Luxuries,3928796,03 Store C,Dept 1,2015/03/21,This Year
01 Luxuries,4692532,03 Store C,Dept 1,2015/03/22,This Year
01 Luxuries,3168365,03 Store C,Dept 1,2015/03/23,This Year
01 Luxuries,2964928,03 Store C,Dept 1,2015/03/24,This Year
01 Luxuries,3684968,03 Store C,Dept 1,2015/03/25,This Year
01 Luxuries,3309092,03 Store C,Dept 1,2015/03/26,This Year
01 Luxuries,2892334,03 Store C,Dept 1,2015/03/27,This Year
01 Luxuries,5398224,03 Store C,Dept 1,2015/03/28,This Year
01 Luxuries,3471821,03 Store C,Dept 1,2015/03/29,This Year
01 Luxuries,1369632,03 Store C,Dept 1,2015/03/30,This Year
01 Luxuries,2497764,03 Store C,Dept 1,2015/03/31,This Year
01 Luxuries,4101623,03 Store C,Dept 1,2015/04/01,This Year
01 Luxuries,3495580,03 Store C,Dept 1,2015/04/02,This Year
01 Luxuries,4977383,03 Store C,Dept 1,2015/04/03,This Year
01 Luxuries,3822696,03 Store C,Dept 1,2015/04/04,This Year
01 Luxuries,3309306,03 Store C,Dept 1,2015/04/05,This Year
01 Luxuries,3019226,03 Store C,Dept 1,2015/04/06,This Year
01 Luxuries,2855815,03 Store C,Dept 1,2015/04/07,This Year
01 Luxuries,1879232,03 Store C,Dept 1,2015/04/08,This Year
01 Luxuries,4751361,03 Store C,Dept 1,2015/04/09,This Year
01 Luxuries,4451236,03 Store C,Dept 1,2015/04/10,This Year
01 Luxuries,6359620,03 Store C,Dept 1,2015/04/11,This Year
01 Luxuries,4284825,03 Store C,Dept 1,2015/04/12,This Year
01 Luxuries,3108500,03 Store C,Dept 1,2015/04/13,This Year
01 Luxuries,2519138,03 Store C,Dept 1,2015/04/14,This Year
01 Luxuries,2991197,03 Store C,Dept 1,2015/04/15,This Year
01 Luxuries,4913727,03 Store C,Dept 1,2015/04/16,This Year
01 Luxuries,4888184,03 Store C,Dept 1,2015/04/17,This Year
01 Luxuries,5947139,03 Store C,Dept 1,2015/04/18,This Year
01 Luxuries,4671116,03 Store C,Dept 1,2015/04/19,This Year
01 Luxuries,3007081,03 Store C,Dept 1,2015/04/20,This Year
01 Luxuries,2021099,03 Store C,Dept 1,2015/04/21,This Year
01 Luxuries,1280695,03 Store C,Dept 1,2015/04/22,This Year
01 Luxuries,35131300,03 Store C,Dept 1,2015/04/23,This Year
01 Luxuries,12792215,03 Store C,Dept 1,2015/04/24,This Year
01 Luxuries,14259501,03 Store C,Dept 1,2015/04/25,This Year
01 Luxuries,15076478,03 Store C,Dept 1,2015/04/26,This Year
01 Luxuries,5851612,03 Store C,Dept 1,2015/04/27,This Year
01 Luxuries,2331170,03 Store C,Dept 1,2015/04/28,This Year
01 Luxuries,7310085,03 Store C,Dept 1,2015/04/29,This Year
01 Luxuries,5430072,03 Store C,Dept 1,2015/04/30,This Year
01 Luxuries,7387798,03 Store C,Dept 1,2015/05/01,This Year
01 Luxuries,6664186,03 Store C,Dept 1,2015/05/02,This Year
01 Luxuries,5687686,03 Store C,Dept 1,2015/05/03,This Year
01 Luxuries,2820318,03 Store C,Dept 1,2015/05/04,This Year
01 Luxuries,1714019,03 Store C,Dept 1,2015/05/05,This Year
01 Luxuries,3242385,03 Store C,Dept 1,2015/05/06,This Year
01 Luxuries,3774491,03 Store C,Dept 1,2015/05/07,This Year
01 Luxuries,5523087,03 Store C,Dept 1,2015/05/08,This Year
01 Luxuries,7096602,03 Store C,Dept 1,2015/05/09,This Year
01 Luxuries,9170741,03 Store C,Dept 1,2015/05/10,This Year
01 Luxuries,1678505,03 Store C,Dept 1,2015/05/11,This Year
01 Luxuries,2725271,03 Store C,Dept 1,2015/05/12,This Year
01 Luxuries,2567622,03 Store C,Dept 1,2015/05/13,This Year
01 Luxuries,2788538,03 Store C,Dept 1,2015/05/14,This Year
01 Luxuries,2998907,03 Store C,Dept 1,2015/05/15,This Year
01 Luxuries,3643693,03 Store C,Dept 1,2015/05/16,This Year
01 Luxuries,2685820,03 Store C,Dept 1,2015/05/17,This Year
01 Luxuries,2307759,03 Store C,Dept 1,2015/05/18,This Year
01 Luxuries,1622714,03 Store C,Dept 1,2015/05/19,This Year
01 Luxuries,1526623,03 Store C,Dept 1,2015/05/20,This Year
01 Luxuries,2053664,03 Store C,Dept 1,2015/05/21,This Year
01 Luxuries,2487800,03 Store C,Dept 1,2015/05/22,This Year
01 Luxuries,2713130,03 Store C,Dept 1,2015/05/23,This Year
01 Luxuries,2952482,03 Store C,Dept 1,2015/05/24,This Year
01 Luxuries,2103265,03 Store C,Dept 1,2015/05/25,This Year
01 Luxuries,3737584,03 Store C,Dept 1,2015/05/26,This Year
01 Luxuries,3902528,03 Store C,Dept 1,2015/05/27,This Year
01 Luxuries,2531977,03 Store C,Dept 1,2015/05/28,This Year
01 Luxuries,8449002,03 Store C,Dept 1,2015/05/29,This Year
01 Luxuries,7054111,03 Store C,Dept 1,2015/05/30,This Year
01 Luxuries,5109860,03 Store C,Dept 1,2015/05/31,This Year
01 Luxuries,1990657,03 Store C,Dept 2,2014/03/01,Last Year
01 Luxuries,904305,03 Store C,Dept 2,2014/03/02,Last Year
01 Luxuries,287705,03 Store C,Dept 2,2014/03/03,Last Year
01 Luxuries,658245,03 Store C,Dept 2,2014/03/04,Last Year
01 Luxuries,731238,03 Store C,Dept 2,2014/03/05,Last Year
01 Luxuries,1105574,03 Store C,Dept 2,2014/03/06,Last Year
01 Luxuries,2301163,03 Store C,Dept 2,2014/03/07,Last Year
01 Luxuries,940345,03 Store C,Dept 2,2014/03/08,Last Year
01 Luxuries,1231053,03 Store C,Dept 2,2014/03/09,Last Year
01 Luxuries,377849,03 Store C,Dept 2,2014/03/10,Last Year
01 Luxuries,547411,03 Store C,Dept 2,2014/03/11,Last Year
01 Luxuries,540306,03 Store C,Dept 2,2014/03/12,Last Year
01 Luxuries,877998,03 Store C,Dept 2,2014/03/13,Last Year
01 Luxuries,958954,03 Store C,Dept 2,2014/03/14,Last Year
01 Luxuries,1017809,03 Store C,Dept 2,2014/03/15,Last Year
01 Luxuries,1235622,03 Store C,Dept 2,2014/03/16,Last Year
01 Luxuries,95706,03 Store C,Dept 2,2014/03/17,Last Year
01 Luxuries,197518,03 Store C,Dept 2,2014/03/18,Last Year
01 Luxuries,312489,03 Store C,Dept 2,2014/03/19,Last Year
01 Luxuries,289303,03 Store C,Dept 2,2014/03/20,Last Year
01 Luxuries,1284444,03 Store C,Dept 2,2014/03/21,Last Year
01 Luxuries,9104358,03 Store C,Dept 2,2014/03/22,Last Year
01 Luxuries,565901,03 Store C,Dept 2,2014/03/23,Last Year
01 Luxuries,351590,03 Store C,Dept 2,2014/03/24,Last Year
01 Luxuries,226827,03 Store C,Dept 2,2014/03/25,Last Year
01 Luxuries,92047,03 Store C,Dept 2,2014/03/26,Last Year
01 Luxuries,262335,03 Store C,Dept 2,2014/03/27,Last Year
01 Luxuries,245677,03 Store C,Dept 2,2014/03/28,Last Year
01 Luxuries,368348,03 Store C,Dept 2,2014/03/29,Last Year
01 Luxuries,770653,03 Store C,Dept 2,2014/03/30,Last Year
01 Luxuries,351033,03 Store C,Dept 2,2014/03/31,Last Year
01 Luxuries,164772,03 Store C,Dept 2,2014/04/01,Last Year
01 Luxuries,212989,03 Store C,Dept 2,2014/04/02,Last Year
01 Luxuries,147809,03 Store C,Dept 2,2014/04/03,Last Year
01 Luxuries,837107,03 Store C,Dept 2,2014/04/04,Last Year
01 Luxuries,474288,03 Store C,Dept 2,2014/04/05,Last Year
01 Luxuries,338582,03 Store C,Dept 2,2014/04/06,Last Year
01 Luxuries,348221,03 Store C,Dept 2,2014/04/07,Last Year
01 Luxuries,189606,03 Store C,Dept 2,2014/04/08,Last Year
01 Luxuries,125238,03 Store C,Dept 2,2014/04/09,Last Year
01 Luxuries,686352,03 Store C,Dept 2,2014/04/10,Last Year
01 Luxuries,169897,03 Store C,Dept 2,2014/04/11,Last Year
01 Luxuries,461680,03 Store C,Dept 2,2014/04/12,Last Year
01 Luxuries,452903,03 Store C,Dept 2,2014/04/13,Last Year
01 Luxuries,185600,03 Store C,Dept 2,2014/04/14,Last Year
01 Luxuries,167473,03 Store C,Dept 2,2014/04/15,Last Year
01 Luxuries,143732,03 Store C,Dept 2,2014/04/16,Last Year
01 Luxuries,218063,03 Store C,Dept 2,2014/04/17,Last Year
01 Luxuries,158109,03 Store C,Dept 2,2014/04/18,Last Year
01 Luxuries,271392,03 Store C,Dept 2,2014/04/19,Last Year
01 Luxuries,306677,03 Store C,Dept 2,2014/04/20,Last Year
01 Luxuries,140522,03 Store C,Dept 2,2014/04/21,Last Year
01 Luxuries,271160,03 Store C,Dept 2,2014/04/22,Last Year
01 Luxuries,296996,03 Store C,Dept 2,2014/04/23,Last Year
01 Luxuries,164532,03 Store C,Dept 2,2014/04/24,Last Year
01 Luxuries,245031,03 Store C,Dept 2,2014/04/25,Last Year
01 Luxuries,256168,03 Store C,Dept 2,2014/04/26,Last Year
01 Luxuries,1433369,03 Store C,Dept 2,2014/04/27,Last Year
01 Luxuries,170895,03 Store C,Dept 2,2014/04/28,Last Year
01 Luxuries,182600,03 Store C,Dept 2,2014/04/29,Last Year
01 Luxuries,99705,03 Store C,Dept 2,2014/04/30,Last Year
01 Luxuries,376767,03 Store C,Dept 2,2014/05/01,Last Year
01 Luxuries,108667,03 Store C,Dept 2,2014/05/02,Last Year
01 Luxuries,104503,03 Store C,Dept 2,2014/05/03,Last Year
01 Luxuries,-157710,03 Store C,Dept 2,2014/05/04,Last Year
01 Luxuries,121712,03 Store C,Dept 2,2014/05/05,Last Year
01 Luxuries,-10180,03 Store C,Dept 2,2014/05/06,Last Year
01 Luxuries,158856,03 Store C,Dept 2,2014/05/07,Last Year
01 Luxuries,33789,03 Store C,Dept 2,2014/05/08,Last Year
01 Luxuries,69423,03 Store C,Dept 2,2014/05/09,Last Year
01 Luxuries,30237,03 Store C,Dept 2,2014/05/10,Last Year
01 Luxuries,29247,03 Store C,Dept 2,2014/05/11,Last Year
01 Luxuries,175592,03 Store C,Dept 2,2014/05/12,Last Year
01 Luxuries,27200,03 Store C,Dept 2,2014/05/13,Last Year
01 Luxuries,199309,03 Store C,Dept 2,2014/05/14,Last Year
01 Luxuries,6856304,03 Store C,Dept 2,2014/05/15,Last Year
01 Luxuries,7345181,03 Store C,Dept 2,2014/05/16,Last Year
01 Luxuries,7214824,03 Store C,Dept 2,2014/05/17,Last Year
01 Luxuries,17776994,03 Store C,Dept 2,2014/05/18,Last Year
01 Luxuries,6799224,03 Store C,Dept 2,2014/05/19,Last Year
01 Luxuries,1692239,03 Store C,Dept 2,2014/05/20,Last Year
01 Luxuries,1287533,03 Store C,Dept 2,2014/05/21,Last Year
01 Luxuries,1864644,03 Store C,Dept 2,2014/05/22,Last Year
01 Luxuries,1495448,03 Store C,Dept 2,2014/05/23,Last Year
01 Luxuries,3372412,03 Store C,Dept 2,2014/05/24,Last Year
01 Luxuries,3318490,03 Store C,Dept 2,2014/05/25,Last Year
01 Luxuries,1963842,03 Store C,Dept 2,2014/05/26,Last Year
01 Luxuries,3027974,03 Store C,Dept 2,2014/05/27,Last Year
01 Luxuries,5946294,03 Store C,Dept 2,2014/05/28,Last Year
01 Luxuries,985585,03 Store C,Dept 2,2014/05/29,Last Year
01 Luxuries,1141923,03 Store C,Dept 2,2014/05/30,Last Year
01 Luxuries,1336996,03 Store C,Dept 2,2014/05/31,Last Year
01 Luxuries,370799,03 Store C,Dept 2,2015/03/01,This Year
01 Luxuries,128833,03 Store C,Dept 2,2015/03/02,This Year
01 Luxuries,184585,03 Store C,Dept 2,2015/03/03,This Year
01 Luxuries,182829,03 Store C,Dept 2,2015/03/04,This Year
01 Luxuries,226266,03 Store C,Dept 2,2015/03/05,This Year
01 Luxuries,781678,03 Store C,Dept 2,2015/03/06,This Year
01 Luxuries,547951,03 Store C,Dept 2,2015/03/07,This Year
01 Luxuries,653607,03 Store C,Dept 2,2015/03/08,This Year
01 Luxuries,195862,03 Store C,Dept 2,2015/03/09,This Year
01 Luxuries,384614,03 Store C,Dept 2,2015/03/10,This Year
01 Luxuries,500837,03 Store C,Dept 2,2015/03/11,This Year
01 Luxuries,630555,03 Store C,Dept 2,2015/03/12,This Year
01 Luxuries,647332,03 Store C,Dept 2,2015/03/13,This Year
01 Luxuries,937605,03 Store C,Dept 2,2015/03/14,This Year
01 Luxuries,1006782,03 Store C,Dept 2,2015/03/15,This Year
01 Luxuries,253810,03 Store C,Dept 2,2015/03/16,This Year
01 Luxuries,358983,03 Store C,Dept 2,2015/03/17,This Year
01 Luxuries,223403,03 Store C,Dept 2,2015/03/18,This Year
01 Luxuries,186901,03 Store C,Dept 2,2015/03/19,This Year
01 Luxuries,243639,03 Store C,Dept 2,2015/03/20,This Year
01 Luxuries,693839,03 Store C,Dept 2,2015/03/21,This Year
01 Luxuries,536953,03 Store C,Dept 2,2015/03/22,This Year
01 Luxuries,397428,03 Store C,Dept 2,2015/03/23,This Year
01 Luxuries,206718,03 Store C,Dept 2,2015/03/24,This Year
01 Luxuries,437837,03 Store C,Dept 2,2015/03/25,This Year
01 Luxuries,261488,03 Store C,Dept 2,2015/03/26,This Year
01 Luxuries,444086,03 Store C,Dept 2,2015/03/27,This Year
01 Luxuries,886989,03 Store C,Dept 2,2015/03/28,This Year
01 Luxuries,784551,03 Store C,Dept 2,2015/03/29,This Year
01 Luxuries,641588,03 Store C,Dept 2,2015/03/30,This Year
01 Luxuries,199060,03 Store C,Dept 2,2015/03/31,This Year
01 Luxuries,202799,03 Store C,Dept 2,2015/04/01,This Year
01 Luxuries,354489,03 Store C,Dept 2,2015/04/02,This Year
01 Luxuries,1067191,03 Store C,Dept 2,2015/04/03,This Year
01 Luxuries,420282,03 Store C,Dept 2,2015/04/04,This Year
01 Luxuries,303878,03 Store C,Dept 2,2015/04/05,This Year
01 Luxuries,78756,03 Store C,Dept 2,2015/04/06,This Year
01 Luxuries,97981,03 Store C,Dept 2,2015/04/07,This Year
01 Luxuries,119602,03 Store C,Dept 2,2015/04/08,This Year
01 Luxuries,389437,03 Store C,Dept 2,2015/04/09,This Year
01 Luxuries,3544929,03 Store C,Dept 2,2015/04/10,This Year
01 Luxuries,3597068,03 Store C,Dept 2,2015/04/11,This Year
01 Luxuries,11502551,03 Store C,Dept 2,2015/04/12,This Year
01 Luxuries,191303,03 Store C,Dept 2,2015/04/13,This Year
01 Luxuries,239180,03 Store C,Dept 2,2015/04/14,This Year
01 Luxuries,282102,03 Store C,Dept 2,2015/04/15,This Year
01 Luxuries,260202,03 Store C,Dept 2,2015/04/16,This Year
01 Luxuries,319237,03 Store C,Dept 2,2015/04/17,This Year
01 Luxuries,541748,03 Store C,Dept 2,2015/04/18,This Year
01 Luxuries,578684,03 Store C,Dept 2,2015/04/19,This Year
01 Luxuries,329590,03 Store C,Dept 2,2015/04/20,This Year
01 Luxuries,359575,03 Store C,Dept 2,2015/04/21,This Year
01 Luxuries,53020,03 Store C,Dept 2,2015/04/22,This Year
01 Luxuries,1989647,03 Store C,Dept 2,2015/04/23,This Year
01 Luxuries,910143,03 Store C,Dept 2,2015/04/24,This Year
01 Luxuries,1660032,03 Store C,Dept 2,2015/04/25,This Year
01 Luxuries,2118248,03 Store C,Dept 2,2015/04/26,This Year
01 Luxuries,1203851,03 Store C,Dept 2,2015/04/27,This Year
01 Luxuries,709628,03 Store C,Dept 2,2015/04/28,This Year
01 Luxuries,2804212,03 Store C,Dept 2,2015/04/29,This Year
01 Luxuries,1749487,03 Store C,Dept 2,2015/04/30,This Year
01 Luxuries,3341496,03 Store C,Dept 2,2015/05/01,This Year
01 Luxuries,1668163,03 Store C,Dept 2,2015/05/02,This Year
01 Luxuries,3628793,03 Store C,Dept 2,2015/05/03,This Year
01 Luxuries,524225,03 Store C,Dept 2,2015/05/04,This Year
01 Luxuries,452421,03 Store C,Dept 2,2015/05/05,This Year
01 Luxuries,507545,03 Store C,Dept 2,2015/05/06,This Year
01 Luxuries,427082,03 Store C,Dept 2,2015/05/07,This Year
01 Luxuries,1971011,03 Store C,Dept 2,2015/05/08,This Year
01 Luxuries,1893497,03 Store C,Dept 2,2015/05/09,This Year
01 Luxuries,1686961,03 Store C,Dept 2,2015/05/10,This Year
01 Luxuries,286837,03 Store C,Dept 2,2015/05/11,This Year
01 Luxuries,152733,03 Store C,Dept 2,2015/05/12,This Year
01 Luxuries,282376,03 Store C,Dept 2,2015/05/13,This Year
01 Luxuries,389838,03 Store C,Dept 2,2015/05/14,This Year
01 Luxuries,249951,03 Store C,Dept 2,2015/05/15,This Year
01 Luxuries,682955,03 Store C,Dept 2,2015/05/16,This Year
01 Luxuries,401548,03 Store C,Dept 2,2015/05/17,This Year
01 Luxuries,268411,03 Store C,Dept 2,2015/05/18,This Year
01 Luxuries,141908,03 Store C,Dept 2,2015/05/19,This Year
01 Luxuries,112383,03 Store C,Dept 2,2015/05/20,This Year
01 Luxuries,492057,03 Store C,Dept 2,2015/05/21,This Year
01 Luxuries,507034,03 Store C,Dept 2,2015/05/22,This Year
01 Luxuries,853041,03 Store C,Dept 2,2015/05/23,This Year
01 Luxuries,866254,03 Store C,Dept 2,2015/05/24,This Year
01 Luxuries,318912,03 Store C,Dept 2,2015/05/25,This Year
01 Luxuries,435996,03 Store C,Dept 2,2015/05/26,This Year
01 Luxuries,274767,03 Store C,Dept 2,2015/05/27,This Year
01 Luxuries,365425,03 Store C,Dept 2,2015/05/28,This Year
01 Luxuries,454099,03 Store C,Dept 2,2015/05/29,This Year
01 Luxuries,1090253,03 Store C,Dept 2,2015/05/30,This Year
01 Luxuries,1030962,03 Store C,Dept 2,2015/05/31,This Year
01 Luxuries,6094552,03 Store C,Dept 3,2014/03/01,Last Year
01 Luxuries,7051936,03 Store C,Dept 3,2014/03/02,Last Year
01 Luxuries,2415529,03 Store C,Dept 3,2014/03/03,Last Year
01 Luxuries,2718467,03 Store C,Dept 3,2014/03/04,Last Year
01 Luxuries,4317971,03 Store C,Dept 3,2014/03/05,Last Year
01 Luxuries,5046935,03 Store C,Dept 3,2014/03/06,Last Year
01 Luxuries,6272637,03 Store C,Dept 3,2014/03/07,Last Year
01 Luxuries,6701855,03 Store C,Dept 3,2014/03/08,Last Year
01 Luxuries,4526005,03 Store C,Dept 3,2014/03/09,Last Year
01 Luxuries,2450016,03 Store C,Dept 3,2014/03/10,Last Year
01 Luxuries,3308463,03 Store C,Dept 3,2014/03/11,Last Year
01 Luxuries,2792534,03 Store C,Dept 3,2014/03/12,Last Year
01 Luxuries,3414000,03 Store C,Dept 3,2014/03/13,Last Year
01 Luxuries,6345031,03 Store C,Dept 3,2014/03/14,Last Year
01 Luxuries,6595867,03 Store C,Dept 3,2014/03/15,Last Year
01 Luxuries,8147061,03 Store C,Dept 3,2014/03/16,Last Year
01 Luxuries,1537085,03 Store C,Dept 3,2014/03/17,Last Year
01 Luxuries,1241569,03 Store C,Dept 3,2014/03/18,Last Year
01 Luxuries,1643890,03 Store C,Dept 3,2014/03/19,Last Year
01 Luxuries,1191121,03 Store C,Dept 3,2014/03/20,Last Year
01 Luxuries,1613155,03 Store C,Dept 3,2014/03/21,Last Year
01 Luxuries,2732559,03 Store C,Dept 3,2014/03/22,Last Year
01 Luxuries,3467375,03 Store C,Dept 3,2014/03/23,Last Year
01 Luxuries,1171089,03 Store C,Dept 3,2014/03/24,Last Year
01 Luxuries,953410,03 Store C,Dept 3,2014/03/25,Last Year
01 Luxuries,2785371,03 Store C,Dept 3,2014/03/26,Last Year
01 Luxuries,1713735,03 Store C,Dept 3,2014/03/27,Last Year
01 Luxuries,1240386,03 Store C,Dept 3,2014/03/28,Last Year
01 Luxuries,3338381,03 Store C,Dept 3,2014/03/29,Last Year
01 Luxuries,3143735,03 Store C,Dept 3,2014/03/30,Last Year
01 Luxuries,995895,03 Store C,Dept 3,2014/03/31,Last Year
01 Luxuries,1426544,03 Store C,Dept 3,2014/04/01,Last Year
01 Luxuries,960756,03 Store C,Dept 3,2014/04/02,Last Year
01 Luxuries,683521,03 Store C,Dept 3,2014/04/03,Last Year
01 Luxuries,2976904,03 Store C,Dept 3,2014/04/04,Last Year
01 Luxuries,2927764,03 Store C,Dept 3,2014/04/05,Last Year
